Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Coverage (%) 11,Coverage (%) 12,Coverage (%) 16,Coverage (%) 17,Coverage (%) 18,Coverage (%) 19,Coverage (%) 21,Coverage (%) 22,Coverage (%) 23,Area 4,Area 5,Area 6,Area 7,Area 8,Area 9,Area 11,Area 12,Area 16,Area 17,Area 18,Area 19,Area 21,Area 22,Area 23,#Peptides,#Unique,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,#Spec 11,#Spec 12,#Spec 16,#Spec 17,#Spec 18,#Spec 19,#Spec 21,#Spec 22,#Spec 23,PTM,Avg. Mass,Description
276,126,P02452|CO1A1_HUMAN,413.72,25,19,3,20,4,0,5,2,8,22,13,10,2,2,3,5,2.0769E5,3.1009E3,2.4026E5,4.8168E3,,1.9227E4,1.3049E3,2.9149E4,5.5796E5,9.3481E4,1.0344E5,8.5144E3,8.5829E3,1.3107E3,1.6736E4,24,24,141,5,176,16,0,50,1,34,233,90,61,7,6,4,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),138942,Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5
230,200,P16112|PGCA_HUMAN,413.68,16,7,0,14,7,0,4,0,7,14,8,10,2,0,0,8,9.6286E4,,3.4464E5,2.1668E4,,7.6189E4,,1.8296E5,4.3063E5,9.669E4,2.1366E5,4.9618E2,,,1.0647E5,28,28,90,0,178,51,0,81,0,120,240,78,144,9,0,0,75,Carbamidomethylation; Oxidation (M); Deamidation (NQ),261325,Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3
195,89,P02533|K1C14_HUMAN,412.57,65,11,51,26,36,57,46,40,21,41,48,9,33,22,36,34,5.1963E3,4.6586E4,8.1393E3,1.4331E4,3.4585E4,4.153E4,1.6137E4,6.8809E3,2.5865E4,3.1693E4,3.5975E3,6.5398E3,5.8835E3,1.1437E4,1.6283E4,30,10,40,153,55,99,177,123,93,33,101,99,20,70,44,71,74,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51562,Keratin  type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4
162,224,Q13885|TBB2A_HUMAN,411.68,60,12,45,39,50,40,35,22,42,8,51,59,44,22,15,29,,,,,,,,,,,2.9194E3,,,,,26,2,13,126,117,190,90,74,48,164,14,161,317,109,27,37,79,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49907,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1
161,147,P04259|K2C6B_HUMAN,411.34,53,17,39,27,30,49,43,39,20,29,43,17,29,19,28,23,,1.6941E3,,,2.3486E3,,9.4155E2,,,,,,,,,30,2,43,158,76,130,209,157,121,51,148,98,41,85,68,98,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ),60067,Keratin  type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5
151,226,Q12805|FBLN3_HUMAN,410.66,57,55,43,56,54,56,22,31,22,48,54,27,46,28,20,46,2.0371E5,1.6692E5,1.517E5,1.6395E5,3.497E5,1.5984E5,5.7002E4,2.1784E5,1.1997E5,4.5163E5,1.215E5,1.0832E5,5.8385E4,1.1194E5,9.0711E4,23,23,179,104,118,117,222,101,65,117,89,192,86,94,72,74,84,Carbamidomethylation; Oxidation (M); Deamidation (NQ),54641,EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2
163,22,P03952|KLKB1_HUMAN,408.55,59,55,42,55,38,49,23,49,18,52,46,21,31,42,21,49,1.4326E5,7.473E4,1.3659E5,1.0612E5,5.0998E4,7.7748E4,7.7098E4,4.5605E4,1.1412E5,7.1902E4,4.2515E4,2.4633E4,3.9776E4,7.1446E4,1.0111E5,28,28,152,99,158,151,108,77,148,56,123,97,63,51,81,54,142,Carbamidomethylation; Oxidation (M); Deamidation (NQ),71370,Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=1
206,140,P11021|BIP_HUMAN,407.69,44,7,43,20,34,22,35,12,32,2,27,40,35,29,30,33,2.9548E3,2.1891E5,1.6731E4,9.8936E4,2.1979E4,6.7499E4,8.891E3,4.1783E4,,3.5916E4,1.379E5,5.0099E4,2.9059E4,3.9728E4,5.2431E4,26,24,17,182,53,105,46,99,35,86,7,73,151,88,74,75,95,Oxidation (M); Deamidation (NQ),72333,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2
211,179,Q7Z7G0|TARSH_HUMAN,407.51,28,13,1,25,1,1,10,0,15,22,25,25,1,0,0,13,7.2951E4,1.8845E3,4.0461E5,2.9531E3,1.1458E3,5.3893E4,,1.1282E5,3.0215E5,5.4893E5,5.5472E5,5.7148E2,,,1.1443E5,26,26,80,8,183,14,3,48,0,78,188,211,263,7,0,0,75,Carbamidomethylation; Oxidation (M); Deamidation (NQ),118642,Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=1
357,170,P11215|ITAM_HUMAN,406.90,29,0,20,1,17,1,3,14,3,0,0,1,12,25,1,18,,4.7152E4,9.5414E1,4.2667E4,1.7486E3,2.9041E3,3.4433E4,3.6715E3,,,7.9829E2,1.4469E4,9.1438E4,1.5366E3,6.6849E4,24,23,0,88,1,84,9,12,63,12,0,0,3,51,160,4,109,Carbamidomethylation; Deamidation (NQ),127178,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2
215,774,P30043|BLVRB_HUMAN,406.68,87,45,82,66,78,87,59,85,78,33,45,64,56,73,47,85,7.4815E3,7.272E4,8.3093E4,1.8024E5,1.7681E5,6.3378E4,3.8049E5,1.0978E5,1.9439E3,5.9319E3,5.0331E4,3.4971E4,6.2254E4,1.4804E4,1.1975E5,16,16,8,68,82,123,168,55,194,79,7,11,53,55,75,21,108,Carbamidomethylation; Oxidation (M); Deamidation (NQ),22119,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
136,342,P25311|ZA2G_HUMAN,405.87,57,56,49,53,56,56,43,55,49,56,56,34,56,53,53,53,5.8451E5,1.2134E5,2.5806E5,3.6699E5,2.3243E5,6.1665E4,1.3211E5,1.442E5,4.8289E5,3.1981E5,2.5508E4,1.3558E5,1.6901E5,2.9544E5,1.2792E5,20,20,219,79,167,186,141,48,104,95,246,173,39,88,113,150,135,Carbamidomethylation; Deamidation (NQ),34259,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2
319,153,P07237|PDIA1_HUMAN,405.22,57,2,48,4,37,9,45,0,43,2,6,50,11,17,11,12,2.2949E3,1.1049E5,2.0225E3,8.0403E4,5.4276E3,1.1206E5,,7.0093E4,3.1716E3,2.5368E3,2.4681E5,1.1061E4,2.6251E4,1.5044E4,8.3587E3,27,27,5,95,10,81,14,113,0,89,10,8,150,30,38,27,22,Oxidation (M); Deamidation (NQ),57116,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3
131,384,P01019|ANGT_HUMAN,404.74,42,37,25,35,26,32,39,39,34,39,34,21,34,29,29,35,2.5412E5,3.382E4,3.7217E5,2.3823E5,2.3092E5,6.8214E4,1.2185E5,1.4051E5,2.6058E5,1.215E5,8.1708E4,9.3472E4,1.3662E5,1.3353E5,1.3475E5,15,15,191,62,268,175,178,111,127,146,183,121,107,98,135,112,143,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53154,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1
297,85,P00352|AL1A1_HUMAN,404.15,65,60,32,38,35,30,16,42,33,27,46,34,14,33,0,24,1.2119E5,2.7068E4,6.3267E4,2.7308E4,1.1685E4,1.2143E4,8.7973E4,2.3169E4,3.9435E4,8.3533E4,4.5571E4,1.2846E3,2.4484E4,,2.9165E4,22,21,104,63,80,48,34,24,71,66,45,69,59,6,61,0,30,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),54862,Retinal dehydrogenase 1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2
383,155,P05107|ITB2_HUMAN,403.66,34,2,18,2,21,3,9,23,4,0,0,2,25,23,6,25,5.9753E2,2.442E4,4.2294E2,3.4302E4,3.9999E2,9.3461E3,3.1058E4,1.013E3,,,7.1546E2,2.567E4,5.4297E4,8.9199E2,8.4086E4,21,21,2,55,1,82,2,30,61,6,0,0,1,78,81,3,117,Carbamidomethylation; Deamidation (NQ),84782,Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2
361,190,P35555|FBN1_HUMAN,403.18,15,5,4,8,8,2,1,2,1,6,12,2,3,2,0,4,5.8741E4,2.7352E4,6.5014E4,4.8263E4,7.4876E3,9.0591E3,1.6594E4,9.6076E3,3.3813E4,1.2996E5,2.9997E4,9.6282E3,1.0613E4,,2.6864E4,33,33,60,41,68,62,11,8,19,9,40,148,49,19,22,0,36,Carbamidomethylation; Oxidation (M); Deamidation (NQ),312297,Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4
283,98,P31150|GDIA_HUMAN,402.34,63,48,18,55,24,15,15,15,18,18,52,40,32,15,9,36,2.5408E4,,4.5329E4,2.8398E3,,,,,6.9262E2,2.4221E4,9.7019E3,2.8965E3,,,1.2384E4,22,14,101,23,161,29,13,26,19,30,17,122,100,51,20,10,87,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),50583,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2
125,320,P07339|CATD_HUMAN,401.69,50,37,43,47,45,37,39,41,37,37,34,47,47,37,24,43,2.1649E5,4.4774E5,1.0366E6,3.8249E5,1.3995E5,2.5597E5,3.222E5,2.0225E5,8.3482E4,2.0942E5,4.8924E5,2.3529E5,7.5477E4,8.5574E4,4.8841E5,19,19,127,194,366,193,127,143,183,109,91,136,214,127,82,75,190,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44552,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
235,124,P25705|ATPA_HUMAN,400.97,50,20,42,36,40,12,16,40,26,3,42,38,44,42,20,42,1.2695E4,7.7464E4,1.2552E5,5.5489E4,5.1214E3,1.3154E4,7.5465E4,3.2243E4,1.0622E3,6.6591E4,7.1941E4,8.4427E4,6.2261E4,1.6777E4,1.2477E5,21,21,46,102,97,84,27,34,91,51,5,93,96,91,86,37,103,Oxidation (M); Deamidation (NQ),59751,ATP synthase subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1
295,295,P33908|MA1A1_HUMAN,399.37,31,5,18,2,16,28,21,15,16,0,7,5,27,15,25,12,8.4482E2,4.0155E4,5.1163E2,1.7697E4,8.147E4,5.701E4,1.8257E4,4.255E4,,5.2182E3,5.8775E3,3.322E4,1.981E4,1.0258E5,5.5715E3,19,19,2,59,1,47,132,105,60,70,0,16,8,63,53,133,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72969,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IA OS=Homo sapiens OX=9606 GN=MAN1A1 PE=1 SV=3
483,54,Q01082|SPTB2_HUMAN,399.12,25,0,0,9,0,0,1,1,1,1,20,15,0,0,0,2,,,2.9906E4,,,2.2935E2,,6.1585E2,1.1982E3,7.9876E4,5.74E4,,,,1.3542E3,41,39,0,3,66,0,0,2,1,9,4,157,100,0,0,0,8,Deamidation (NQ),274608,Spectrin beta chain  non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2
286,492,P07195|LDHB_HUMAN,398.60,49,40,36,45,28,25,24,42,28,10,43,43,47,42,14,44,2.1549E4,3.1024E4,1.0589E5,2.9359E4,9.614E3,8.1884E3,4.0395E4,3.0374E4,1.7434E3,7.6277E4,6.0373E4,4.4418E4,6.3588E4,7.7932E2,5.4618E4,16,15,46,63,100,43,37,46,52,43,12,110,54,58,62,9,71,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36639,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2
419,10,P14136|GFAP_HUMAN,398.37,67,5,3,41,0,7,0,0,2,3,65,10,3,0,3,0,3.1421E2,,1.308E5,,0,,,6.0012E2,,9.7236E5,4.0868E3,,,,,34,31,3,2,71,0,5,0,0,1,27,320,16,5,0,3,0,Carbamidomethylation; Deamidation (NQ),49880,Glial fibrillary acidic protein OS=Homo sapiens OX=9606 GN=GFAP PE=1 SV=1
216,96,P08779|K1C16_HUMAN,397.97,66,4,39,23,26,62,48,41,11,30,56,6,19,12,33,30,,1.86E4,4.4477E3,9.0581E3,9.1178E4,6.8454E4,1.5467E4,8.8783E2,1.0167E4,3.8944E4,,2.3212E3,3.4123E2,1.5918E4,7.0713E3,29,15,22,115,39,89,232,126,97,20,84,82,14,49,18,60,58,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51268,Keratin  type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4
341,165,P22897|MRC1_HUMAN,397.48,26,19,13,10,5,4,8,11,3,13,13,4,21,5,2,11,5.5094E4,3.1477E4,3.8115E4,1.452E4,2.5668E3,9.4631E3,2.3606E4,9.4804E2,3.1038E4,4.4012E4,3.447E3,4.9607E4,4.3914E3,6.7866E2,3.8384E4,30,30,80,51,57,31,13,42,54,8,65,54,15,84,18,4,54,Carbamidomethylation; Deamidation (NQ),166011,Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1
160,333,P63104|1433Z_HUMAN,397.05,72,57,56,71,72,59,54,55,54,33,69,64,66,58,22,72,6.2441E4,5.7355E4,3.637E5,1.7756E5,4.9646E4,8.19E4,1.4566E5,5.6941E4,4.9855E3,2.3765E5,2.9947E5,2.2545E5,1.7049E5,1.3684E4,2.2862E5,21,16,50,83,199,123,73,75,125,58,21,167,165,149,134,31,145,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),27745,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1
254,393,P00918|CAH2_HUMAN,396.85,87,21,59,48,45,47,46,87,60,7,13,57,60,75,12,65,1.3393E4,1.0728E5,5.1963E4,7.9921E4,2.2507E4,5.0699E4,3.5826E5,1.5378E5,2.6295E2,2.523E3,4.9413E4,4.1417E4,5.5986E5,1.7397E3,9.195E4,20,20,20,83,52,64,47,45,148,95,2,16,52,48,192,3,86,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),29246,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2
97,417,P51884|LUM_HUMAN,395.69,41,38,32,38,37,32,38,36,38,41,38,39,32,32,31,38,1.0657E6,8.1912E4,2.0156E6,7.5803E5,8.0187E4,1.5411E6,4.5105E5,1.4244E6,2.2116E6,1.6393E6,3.2148E6,1.4849E5,9.9406E4,1.1908E5,9.8594E5,19,19,219,63,412,238,60,307,158,311,421,272,508,97,63,57,225,Carbamidomethylation; Oxidation (M); Deamidation (NQ),38429,Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2
344,195,P98095|FBLN2_HUMAN,394.71,22,1,9,12,16,4,10,1,7,1,20,8,3,1,6,15,2.5305E2,1.5053E4,6.1362E4,4.865E4,4.7951E3,8.9171E4,5.4327E2,3.1813E4,2.444E3,1.4766E5,5.6469E4,1.2273E3,5.3612E2,2.7724E4,4.8741E4,19,19,1,38,84,79,16,64,3,40,4,128,66,8,1,38,53,Carbamidomethylation; Oxidation (M); Deamidation (NQ),126573,Fibulin-2 OS=Homo sapiens OX=9606 GN=FBLN2 PE=1 SV=2
227,82,P13489|RINI_HUMAN,394.70,78,67,25,62,55,12,11,38,6,56,54,29,34,38,0,51,2.9386E5,1.2633E4,2.2651E5,5.107E4,2.8212E3,3.6676E3,4.5858E4,6.7203E2,1.4914E5,1.4745E5,3.5343E4,1.8923E4,2.2643E4,,7.1574E4,22,22,233,18,170,71,14,7,66,7,126,137,58,42,39,0,91,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),49974,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2
203,43,Q08431|MFGM_HUMAN,393.33,75,66,0,68,46,3,39,0,23,70,64,55,3,0,4,41,2.9225E5,,2.4308E5,1.0184E5,1.7096E2,2.457E5,,9.9544E4,4.6486E5,2.0231E5,3.3768E5,1.7325E3,,1.5045E2,1.0427E5,21,21,163,0,156,81,1,128,0,58,219,129,195,5,0,1,61,Carbamidomethylation; Oxidation (M); Deamidation (NQ),43105,Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3
288,477,P00325|ADH1B_HUMAN,393.17,58,58,6,55,23,16,19,0,10,22,55,41,7,0,0,43,3.6181E5,2.0066E2,1.0939E5,2.8557E3,3.7571E3,8.973E3,,1.194E4,6.5958E3,1.6057E5,8.216E4,2.5359E2,,,3.8372E4,19,12,223,1,112,9,24,51,0,16,37,148,108,1,0,0,62,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39855,All-trans-retinol dehydrogenase [NAD(+)] ADH1B OS=Homo sapiens OX=9606 GN=ADH1B PE=1 SV=2
114,372,P18428|LBP_HUMAN,392.37,40,22,28,16,23,39,28,27,28,22,29,35,28,27,29,21,2.0979E5,4.4666E5,4.218E4,2.2843E5,6.9571E5,1.581E5,1.1383E5,1.4768E5,1.1573E5,3.8072E5,2.6376E5,9.3543E4,1.1227E5,6.0926E5,1.2076E5,18,18,168,226,62,166,333,162,120,136,119,212,240,70,156,347,106,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53384,Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3
264,116,P49747|COMP_HUMAN,391.49,39,24,18,25,22,4,14,0,15,25,25,32,7,4,8,2,3.8305E4,2.3543E4,3.701E4,4.1164E4,4.3318E3,3.9813E4,,9.4767E4,2.6387E4,3.0841E4,3.681E5,8.6232E2,2.9672E3,1.4783E4,,20,17,65,57,61,65,12,75,0,111,60,67,281,5,7,34,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),82861,Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2
349,42,P55072|TERA_HUMAN,389.43,48,0,21,2,27,9,30,0,23,0,33,44,35,2,0,4,,2.7456E4,1.5936E3,4.0025E4,3.7671E3,6.139E4,,3.2607E4,,4.6061E4,9.5825E4,5.1153E4,1.284E3,,6.4891E3,27,27,0,60,3,57,9,128,0,52,0,91,126,76,3,0,12,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),89322,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
273,209,P19971|TYPH_HUMAN,389.23,53,47,21,43,42,17,31,41,32,40,30,27,35,28,11,44,1.5041E5,2.0681E4,1.5084E5,6.7761E4,1.9145E4,3.7484E4,1.0474E5,4.3548E4,7.4118E4,6.9408E4,4.574E4,4.4642E4,2.4405E4,9.9524E4,2.2451E5,20,20,110,31,88,70,20,46,80,43,81,45,61,50,26,12,86,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49956,Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2
435,103,P21589|5NTD_HUMAN,389.06,53,25,0,29,5,0,24,2,11,53,20,31,0,0,0,10,3.633E4,,2.935E4,8.296E2,,1.7666E4,2.3642E2,5.1811E3,8.7345E4,1.9525E4,4.4459E4,,,,7.8907E3,23,23,65,0,52,2,0,39,1,20,118,43,76,0,0,0,17,Carbamidomethylation; Deamidation (NQ),63368,5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5E PE=1 SV=1
265,189,P39059|COFA1_HUMAN,388.96,21,11,7,16,9,3,14,0,11,20,16,18,5,2,0,10,1.6973E5,1.1797E4,1.7281E5,4.0078E4,1.7302E3,1.1915E5,,4.738E4,4.276E5,2.4837E5,2.4886E5,4.682E3,1.0592E3,,5.8665E4,16,16,83,27,89,45,5,77,0,59,168,121,129,14,5,0,79,Carbamidomethylation; Oxidation (M); Deamidation (NQ),141720,Collagen alpha-1(XV) chain OS=Homo sapiens OX=9606 GN=COL15A1 PE=1 SV=2
260,922,P30086|PEBP1_HUMAN,388.16,77,77,53,74,35,0,50,72,57,77,74,77,28,67,0,74,2.2923E5,7.3681E3,2.2097E5,1.3675E4,,1.0039E4,2.7831E4,2.6238E4,1.5491E5,1.8477E5,1.3955E5,2.3792E3,1.0735E4,,8.4941E4,15,15,171,23,137,28,0,19,55,30,136,128,83,10,34,0,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ),21057,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3
167,264,P07585|PGS2_HUMAN,386.47,59,45,13,45,23,9,45,10,33,53,55,51,3,0,0,29,2.0866E5,3.2295E3,5.948E5,1.8197E4,2.2328E3,2.6006E5,8.9689E3,8.0042E4,5.4288E5,9.0011E5,7.7087E5,8.355E2,,,9.6949E4,22,21,118,10,239,21,7,167,13,64,219,255,334,2,0,0,85,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39747,Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1
388,187,Q6YHK3|CD109_HUMAN,386.29,24,16,0,10,1,0,14,0,8,17,15,13,0,0,0,14,4.5488E4,,2.1751E4,6.7582E2,,2.3659E4,,4.7441E3,5.0049E4,3.3354E4,2.9039E4,,,,3.7844E4,24,24,67,0,43,1,0,71,0,19,105,67,74,0,0,0,63,Carbamidomethylation; Oxidation (M); Deamidation (NQ),161688,CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2
185,159,P13647|K2C5_HUMAN,384.39,48,20,35,26,35,37,34,28,20,38,32,19,28,16,24,29,1.5739E4,6.5136E4,1.5133E4,3.8822E4,5.4844E4,6.7474E4,2.4608E4,7.3691E3,5.6453E4,2.9594E4,7.1283E3,1.128E4,4.1758E3,1.6514E4,2.3671E4,31,16,46,130,69,107,144,130,93,42,172,99,39,65,49,75,93,Carbamidomethylation; Oxidation (M); Deamidation (NQ),62378,Keratin  type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3
186,649,P05452|TETN_HUMAN,383.63,74,60,30,58,56,30,45,24,39,73,56,56,40,40,17,47,5.8231E5,1.7473E4,4.3347E5,4.253E5,2.1245E4,1.8605E5,3.3239E4,1.9902E5,8.3276E5,3.6249E5,1.7828E5,5.8582E4,7.1667E4,1.6682E4,2.6832E5,17,17,172,22,134,164,24,61,32,74,249,133,103,45,52,11,76,Carbamidomethylation; Deamidation (NQ),22537,Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3
309,110,P05160|F13B_HUMAN,383.53,43,34,30,7,21,41,13,24,7,10,10,0,30,27,3,18,2.0869E5,3.9776E4,6.6583E3,3.4371E4,7.0419E4,4.712E4,2.6154E4,1.5919E4,5.6833E5,3.0725E5,,2.604E4,4.5984E4,8.4873E3,2.6805E4,24,24,80,72,26,57,113,40,55,22,29,29,0,58,78,17,36,Carbamidomethylation; Deamidation (NQ),75511,Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3
335,97,P06737|PYGL_HUMAN,383.52,37,32,9,34,7,3,6,11,5,0,32,16,17,4,2,22,9.6938E3,6.2808E2,2.2203E4,2.8317E2,,3.1865E2,2.5382E3,6.2009E2,,1.4943E4,3.4145E3,3.5459E3,,,1.5562E4,24,17,101,33,113,35,3,18,33,19,0,108,57,60,12,1,70,Carbamidomethylation; Deamidation (NQ),97149,Glycogen phosphorylase  liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4
257,78,P00367|DHE3_HUMAN,383.48,52,15,31,47,30,14,23,39,26,0,28,32,44,18,16,31,1.6706E4,6.2762E4,7.2805E4,5.0216E4,3.8505E3,2.7138E4,9.3705E4,2.5378E4,,6.026E4,4.5799E4,4.889E4,9.0035E3,1.5555E4,8.4856E4,22,22,30,86,76,66,13,73,134,65,0,65,72,83,30,40,110,Carbamidomethylation; Oxidation (M); Deamidation (NQ),61398,Glutamate dehydrogenase 1  mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2
325,64,P11216|PYGB_HUMAN,383.20,43,13,6,37,13,3,8,6,7,0,25,24,10,4,2,22,6.5359E3,6.738E2,6.9755E4,8.611E3,,5.5412E2,1.6215E3,5.8726E3,,3.0239E4,2.6507E4,4.178E3,,,2.1961E4,25,18,58,31,145,60,3,18,34,32,0,89,83,54,12,1,67,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),96696,Glycogen phosphorylase  brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5
526,192,P35442|TSP2_HUMAN,382.84,24,7,1,0,14,0,21,0,9,0,0,14,1,1,1,1,1.332E3,,,1.1832E4,,6.4743E4,,1.31E4,,,4.2477E4,,7.0981E1,1.6075E3,,23,22,16,7,0,44,0,122,0,34,0,0,62,9,1,1,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),129991,Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2
374,248,Q9UHG3|PCYOX_HUMAN,382.20,48,12,11,26,20,9,32,18,15,2,25,35,28,8,12,18,7.2982E3,1.1007E4,3.4722E4,3.1071E4,1.0023E4,5.835E4,7.5864E3,1.1793E4,1.9757E2,3.9573E4,3.767E4,1.3075E4,2.4867E3,6.1001E3,2.5774E4,17,17,18,23,55,36,25,87,30,22,1,57,91,34,12,9,43,Carbamidomethylation; Deamidation (NQ),56640,Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3
140,523,P02753|RET4_HUMAN,382.10,80,64,48,48,74,48,43,48,43,64,48,43,74,59,54,59,6.2546E5,2.7177E5,2.8182E5,7.7468E5,2.9928E5,1.7719E5,3.9027E5,2.2458E5,6.2949E5,3.1891E5,8.0693E4,2.7285E5,3.1047E5,2.7168E5,1.5525E5,15,15,197,80,115,222,112,107,124,97,227,128,62,119,99,89,81,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23010,Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
46,694,P0DOX8|IGL1_HUMAN,381.78,57,42,42,42,34,42,52,34,42,46,42,42,44,34,50,44,1.8701E5,3.0342E5,1.7553E5,4.8121E5,6.0226E5,4.2563E5,3.3967E5,5.2132E5,4.6429E5,9.5008E4,2.3907E5,3.0617E5,2.2208E5,2.2792E5,1.7215E5,12,5,469,463,562,570,453,335,559,452,734,436,454,521,407,446,594,Carbamidomethylation; Deamidation (NQ),22830,Immunoglobulin lambda-1 light chain OS=Homo sapiens OX=9606 PE=1 SV=1
138,612,P09211|GSTP1_HUMAN,380.78,90,90,52,70,70,44,52,70,65,70,70,90,66,57,5,90,9.3091E5,5.5535E4,8.1966E5,1.4025E5,2.6756E4,5.1569E4,1.2926E5,8.7105E4,1.757E5,5.1772E5,3.091E5,5.931E4,5.5231E4,3.7997E3,2.3991E5,13,13,328,56,304,115,35,67,112,72,145,208,171,67,54,4,174,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23356,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2
